iter	MultiClass
125	0.05012137293
126	0.04947062
127	0.04902548375
128	0.04832907611
129	0.04784405691
130	0.04755093125
131	0.04692741601
132	0.04627361861
133	0.04579549435
134	0.04523674789
135	0.04482057413
136	0.04444853453
137	0.04386936548
138	0.04336220853
139	0.04287348215
140	0.04221476809
141	0.04180821778
142	0.04140493571
143	0.04088450986
144	0.04047547275
145	0.04018755759
146	0.03983493296
147	0.0394869952
148	0.03919249617
149	0.0388485099
150	0.03849376063
151	0.03815326362
152	0.03776215618
153	0.03749331366
154	0.03706839207
155	0.03670856667
156	0.03639356374
157	0.03613027393
158	0.03584116636
159	0.0354776975
160	0.03514491148
161	0.03480471517
162	0.0344961364
163	0.03426451612
164	0.03408975251
165	0.03385768634
166	0.03344948799
167	0.03319776918
168	0.03290947886
169	0.03273391689
170	0.03242160922
171	0.0321552022
172	0.03184930945
173	0.03163865203
174	0.03134937188
175	0.03109273223
176	0.03082457208
177	0.03061105352
178	0.03031064492
179	0.03014887718
180	0.02989521258
181	0.02969126211
182	0.02948330057
183	0.02921463347
184	0.02899765113
185	0.02878097298
186	0.0285450963
187	0.02832688287
188	0.02814375176
189	0.02789434678
190	0.02771550264
191	0.02749646692
192	0.0273515742
193	0.02711865119
194	0.02694468226
195	0.02672663048
196	0.02652277431
197	0.02634658753
198	0.02619274724
199	0.02600247265
200	0.0258257012
201	0.02566658905
202	0.02548359813
203	0.02533942728
204	0.02521536441
205	0.02504628207
206	0.02484952761
207	0.0246695876
208	0.0244748086
209	0.02433149017
210	0.02418871049
211	0.02397495044
212	0.02383797768
213	0.0236761394
214	0.02349894011
215	0.02338639846
216	0.02321034697
217	0.0230670601
218	0.0229284699
219	0.02278850653
220	0.0227084388
221	0.02254696295
222	0.02239543139
223	0.02225718321
224	0.02213183866
225	0.02203434254
226	0.02185784922
227	0.02170638136
228	0.02159228413
229	0.02144269869
230	0.02134438154
231	0.02122747323
232	0.02105786077
233	0.02094103171
234	0.02079954498
235	0.02070669324
236	0.02059274235
237	0.02046518489
238	0.02036197556
239	0.02023530477
240	0.02012638448
241	0.01999640216
242	0.0199006049
243	0.01979790192
244	0.01971588119
245	0.01961797491
246	0.01946919914
247	0.0193851872
248	0.01928031287
249	0.01920509065
250	0.01913648394
251	0.01905119227
252	0.01894438671
253	0.01887735346
254	0.01876537663
255	0.01865324308
256	0.01856206749
257	0.01848859715
258	0.01837710475
259	0.01828127856
260	0.0182068202
261	0.01812203137
262	0.01801869926
263	0.01789275721
264	0.01778914639
265	0.01770283423
266	0.01760076379
267	0.01750490956
268	0.01743011457
269	0.01733709826
270	0.01724758759
271	0.01715031745
272	0.01705046463
273	0.01698588677
274	0.01692022418
275	0.01682509499
276	0.01672651435
277	0.01667939388
278	0.01662123671
279	0.01652861689
280	0.016464311
281	0.01636260279
282	0.01629056998
283	0.01621286235
284	0.01612471838
285	0.01604873316
286	0.01599066139
287	0.0159104089
288	0.01584302755
289	0.01574993016
290	0.01569841788
291	0.01562813623
292	0.01554808445
293	0.01547671391
294	0.01539637167
295	0.01534652619
296	0.01528032725
297	0.01523377832
298	0.01513743853
299	0.01507569646
300	0.01499833244
301	0.01493722966
302	0.01488491675
303	0.0148323554
304	0.01474924723
305	0.01468325902
306	0.01462629453
307	0.01455692463
308	0.01448318728
309	0.01443799187
310	0.01436599993
311	0.01431028569
312	0.01423537782
313	0.01416424321
314	0.01413299596
315	0.01406768019
316	0.0140194711
317	0.01396812418
318	0.01392577072
319	0.0138573165
320	0.01379370348
321	0.01374337064
322	0.01368549875
323	0.01359031984
324	0.01353318548
325	0.01347158006
326	0.01342423327
327	0.01338458085
328	0.01334194936
329	0.01328247961
330	0.01322852754
331	0.01317590146
332	0.01311173044
333	0.01305461093
334	0.0130103142
335	0.01294962108
336	0.01288277868
337	0.01282639801
338	0.01277651561
339	0.01271048644
340	0.01268610006
341	0.01263733039
342	0.01256342179
343	0.01251700904
344	0.01247408908
345	0.01243286631
346	0.01238030984
347	0.01233296115
348	0.01228340215
349	0.01225010244
350	0.01220279439
351	0.01215299781
352	0.01210286971
353	0.0120630232
354	0.01200985098
355	0.01196635496
356	0.01192058301
357	0.01188606281
358	0.01184168803
359	0.01179935733
360	0.01176581088
361	0.0117328997
362	0.01168328372
363	0.01161159837
364	0.011575476
365	0.01153522424
366	0.01150939268
367	0.01147467037
368	0.01142125783
369	0.01136809409
370	0.01133264735
371	0.01129501235
372	0.01125959294
373	0.01122138263
374	0.01118183532
375	0.01116342971
376	0.0111248311
377	0.01107797691
378	0.01104636126
379	0.01101674093
380	0.01097877297
381	0.01092860538
382	0.01089099604
383	0.01085673013
384	0.01081226319
385	0.01077588152
386	0.0107437809
387	0.01070198743
388	0.01067937121
389	0.01063489431
390	0.01060889219
391	0.01055755907
392	0.01052611208
393	0.01048860946
394	0.01045857714
395	0.01042016469
396	0.01038403515
397	0.0103548826
398	0.0103247111
399	0.01028866019
400	0.01025994486
401	0.01022684263
402	0.01019682602
403	0.01017243027
404	0.01015348618
405	0.01012238056
406	0.01009149169
407	0.01006906435
408	0.01005121087
409	0.01003296388
410	0.009992576486
411	0.009958664472
412	0.009909883893
413	0.009880205925
414	0.009837152578
415	0.009813766024
416	0.009786160229
417	0.009759690142
418	0.009729484228
419	0.009690590743
420	0.009658425101
421	0.009635480992
422	0.009605657065
423	0.009579511799
424	0.009554569124
425	0.009524330965
426	0.009497757157
427	0.009463883848
428	0.009436097151
429	0.009415636748
430	0.009388868402
431	0.009347180002
432	0.009316467138
433	0.009295817877
434	0.009259099851
435	0.009233115748
436	0.009222040527
437	0.009195627888
438	0.009176025492
439	0.009150566271
440	0.009125656968
441	0.00909824211
442	0.009072153742
443	0.009047546898
444	0.009018435421
445	0.0089899059
446	0.008968934903
447	0.008951420977
448	0.008931850951
449	0.008897954504
450	0.008865434552
451	0.008839058938
452	0.008804843225
453	0.008781955527
454	0.008763458471
455	0.00873148084
456	0.00870829934
457	0.008686458347
458	0.008638309154
459	0.008620680901
460	0.008594560072
461	0.008564162798
462	0.008545142529
463	0.008528846675
464	0.008510956621
465	0.008489568085
466	0.00846634909
467	0.008442297978
468	0.008419981692
469	0.008398191509
470	0.0083757932
471	0.008353651704
472	0.008333505964
473	0.008319774775
474	0.008296442867
475	0.008281461489
476	0.008263188623
477	0.008238236294
478	0.008224382747
479	0.008202125928
480	0.00818392429
481	0.008161681742
482	0.00813921591
483	0.008117141236
484	0.008098204982
485	0.008083948957
486	0.008064250811
487	0.008042436473
488	0.008025447199
489	0.008007027537
490	0.007991562419
491	0.007971990767
492	0.00794661207
493	0.007927335786
494	0.00790865515
495	0.00788939067
496	0.007871314968
497	0.00785440261
498	0.007828084946
499	0.007811410357
